[부산진구청] 2.16.(금) 1시 2.16.(금) 시 르노삼성자동차유리 전라북도 익산시 춘포면 화평길 방문자는 보건소에서 검사를 받기바랍니다.	ORG-B DAT-B TIM-B DAT-B TIM-B STO-B LOC-B LOC-I LOC-I LOC-I CVL-B AFW-B O O
[성남시청] 6/27/금 기업싸인 방문자는 거주지 보건소 선별진료소 검사 바랍니다.	ORG-B DAT-B STO-B CVL-B O AFW-B AFW-B O O
[울산북구청] 11.13금 T.S자바총판 울산광역시 남구 신정동 월평로 이용자는 거주지 보건소에서 코로나19 검사받으세요.	ORG-B DAT-B STO-B LOC-B LOC-I LOC-I LOC-I CVL-B O AFW-B TRM O
[영주시청] 11/28/(일) 20:37~2:30 담비식당 방문자는 인근 보건소 선별진료소 코로나 방문검사 바랍니다	ORG-B DAT-B TIM-B STO-B CVL-B O AFW-B AFW-B TRM O O
[예천군청] 12.29. 에리트옥천점 방문자는 보건소 선별진료소 코로나19 검사 받으시기 바랍니다.	ORG-B DAT-B STO-B CVL-B AFW-B AFW-B TRM O O O
[강화군청] 6.13(화) 20:25 셀프빨래방 다녀오신 분은 보건소 선별진료소 검사를 받으시기 바랍니다.	ORG-B DAT-B TIM-B STO-B CVL-B CVL-I AFW-B AFW-B O O O
[북구청] 1/23토 사천시 덕산식자재마트 인천광역시 미추홀구 도화동 석정로 방문하신 분은 보건소에서 즉시 검사받으시기 바랍니다.	ORG-B DAT-B LOC-B STO-B LOC-B LOC-I LOC-I LOC-I CVL-B CVL-I AFW-B O O O
[강진군청] 1/15 14:17 복다실 전라남도 무안군 해제면 봉대로 방문자는 보건소 선별진료소 코로나19 검사를 받으시기 바랍니다.	ORG-B DAT-B TIM-B STO-B LOC-B LOC-I LOC-I LOC-I CVL-B AFW-B AFW-B TRM O O O
[합천군청] 1.21 단원구 소재 대왕성 방문자는 주소지 보건소 선별진료소에서 코로나19 검사받으세요.	ORG-B DAT-B LOC-B LOC-I STO-B CVL-B O AFW-B AFW-B TRM O
[천안시청] 3.25(화) 0:49 3.25(화) : 하나문구센터 강원도 동해시 삼화동 효자로 동시간대 방문자는 보건소에서 코로나19 검사를 받기바랍니다.	ORG-B DAT-B TIM-B DAT-B TIM-B STO-B LOC-B LOC-I LOC-I LOC-I CVL-B CVL-B AFW-B TRM O O
[울산남구청] 3.29.(화) 18시~17시 퀼트아띠 권선구점 대전광역시 동구 삼성동 소랑2길 방문자는 가까운 보건소에서 코로나 검사 바랍니다.	ORG-B DAT-B TIM-B STO-B LOC-B LOC-B LOC-I LOC-I LOC-I CVL-B O AFW-B TRM O O
[사하구청] 4/21일 향정숯불갈비 대구광역시 북구 도남동 도남길 방문자는 임시선별진료소나 보건소 선별진료소에서 코로나 검사를 받기바랍니다.	ORG-B DAT-B STO-B LOC-B LOC-I LOC-I LOC-I CVL-B O AFW-B AFW-B TRM O O
[동구청] 11/28/(토) 행복공인중개사 전라남도 완도군 완도읍 장보고대로 이용객은 보건소 선별진료소 검사 받으시기 바랍니다.	ORG-B DAT-B STO-B LOC-B LOC-I LOC-I LOC-I CVL-B AFW-B AFW-B O O O
[충청북도청] 2/9(토) 단양노인요양전문병원장례식장 방문자는 보건소 선별진료소에서 즉시 코로나19 검사 권고 드립니다	ORG-B DAT-B STO-B CVL-B AFW-B AFW-B O TRM O O O
[성산구청] 9/18/(수) 2시 부자반점 안동시점 다녀오신 분은 보건소 선별진료소 검사 받으시기 바랍니다.	ORG-B DAT-B TIM-B STO-B LOC-B CVL-B CVL-I AFW-B AFW-B O O O
[성산구청] 11/3 CU 고성군점 다녀오신 분은 보건소 및 선별진료소에서 검사받으세요.	ORG-B DAT-B STO-B LOC-B CVL-B CVL-I AFW-B O AFW-B O
[광산구청] 4/14/(화) 새충주공인중개사 양주시점 충청남도 아산시 음봉면 관용로 다녀오신 분은 인근 보건소 선별진료소 코로나 검사를 받기바랍니다.	ORG-B DAT-B STO-B LOC-B LOC-B LOC-I LOC-I LOC-I CVL-B CVL-I O AFW-B AFW-B TRM O O
